Experiment,sex,Type,Genotype,Hierarchy,Mice.chips,Animal,Last.day.Glicko,RunningTime(N.events),RunningTime(min),WalkingTime(N.events),WalkingTime(min),StaticTime(N.events),StaticTime(min),movementTime(min),RunningTimeHighVelocity(N.events),RunningTimeHighVelocity(min),Median/mean.speed.(cm/sec),Median/mean.Aceleration.(cm/sec^2),Distance.traveled.(m),Angular.velocity.(rad/sec),sleepingSumTime(min),hidingSumTime(min),eatingSumTime(min),drinkingSumTime(min),Frequency.visits.the.hiding.boxes.(1/hour),Frequency.visits.outside.sleeping.box.(1/hour),ROI.exploration.(bits/hour),ArenaSumTime(min),CenterTimeAlone(min),InsideZoneTime(min),OutsideZoneTime(min),Chasing (N events),Chasing duration (sec),Being chased (N events),Being chased duration (sec),Chasing.plus.being.chasing.all(N.events),Chasing.plus.being.chasing.duration(sec),Foraging correlation,Distance pairs(cm),Together (N events),Time together(min),Contact snout-head (N events),Contact snout-rear (N events),Contact snout-head (1/min),Contact snout-rear (1/min),Approaching (N events),Approaching duration (sec),Being approached (N events),Being approached duration (sec),Approach.and.being.events,Approach.and.being.duration.sec,Avoiding (N events),Avoiding duration (sec),Avoid.and.being.events,Avoid.plus.being.duration.sec,Being avoided (N events),Being avoided duration (sec),Last.Day.Stability,Overall.Stability,Glicko.per.day.y
Exp57L,female,wild,WT,beta,0007947d6d,22,2273.01,976,2.31516666666667,5268,48.2333500000001,3745,10.4012,50.5485166666667,129,0.183666666666667,4.84926967812422,47.1747829606706,330.134372091426,2.65352243955673,123.69495,6.0804,0.393550000000001,0.245316666666667,21.2503364636607,56.7508985558938,0.0922103001887108,110.22085,12.6235333333333,41.16625,25.1446666666667,1,0.640999999999998,1,1.844,2,2.485,0.0794336934241641,28.3989217213276,347,5.01043333333333,188,214,0.783345736307492,0.891680784945762,2,2.953,2,3.032,4,5.985,3,7.046,4,12.483,1,5.437,0.781578067482116,0.645114216859668,2200.0
Exp57L,female,wild,WT,alpha,0007944fe9,22,2330.924,1378,3.84845,5500,46.5134500000001,3579,10.8580166666667,50.3619000000001,147,0.2348,6.33206148841519,53.6901626616503,409.64496305391,2.70256952914394,134.819366666667,5.72828333333333,1.8248,0.530416666666667,18.5002929213046,95.501512107275,0.13110312907369,99.44855,12.7213166666667,43.3057833333333,22.20475,1,1.031,0,0.0,1,1.031,0.0555499818486139,27.0102310591665,339,4.5477,183,169,0.762512073107824,0.704177816148756,5,9.12400000000001,4,7.42100000000001,9,16.545,2,14.562,4,19.046,2,4.48400000000001,1.0,0.905246023333899,2362.21217901066
Exp57L,female,wild,WT,delta,0007945de2,22,2129.747,538,1.15138333333333,3222,28.9443,2311,6.67136666666667,30.0956833333333,77,0.114483333333334,5.02507979191694,47.3786851384715,196.144272240911,2.67800966584455,171.465333333333,5.3776,1.13501666666667,0.0825499999999999,11.2501781278204,71.2511281428623,0.171124851788603,63.1532666666667,6.3158,22.8232333333333,17.2610333333333,0,0.0,0,0.0,0,0.0,0.0519572871395617,20.9071714631991,291,3.85033333333333,111,135,0.462507323032615,0.562508906391018,0,0.0,0,0.0,0,0.0,2,6.89,2,6.89,0,0.0,0.800556398157344,0.774143869743929,2200.0
Exp57R,female,wild,WT,beta,00079481c8,22,2268.801,1810,4.3194,9568,70.1311833333334,7468,21.2347500000001,74.4505833333334,266,0.383383333333334,3.84059857346658,38.9030943045874,486.036659908103,2.71849397436625,66.9165833333333,18.9091833333333,4.0008,0.0893500000000002,28.2505081167779,17.5003147626058,0.168731643992992,154.169916666667,3.3229,66.07995,39.5628166666667,1,1.203,2,1.99999999999999,3,3.203,0.00154485309240085,50.4468186961242,817,18.8428166666667,412,407,1.71669754337943,1.6958638353287,5,7.094,6,8.31300000000001,11,15.407,3,6.077,4,7.671,1,1.594,0.75,0.67171427643389,2076.39835683368
Exp57R,female,wild,WT,epsilon,7945855,22,1949.721,2087,5.95368333333333,9904,79.0567833333334,7537,19.9832833333334,85.0104666666667,214,0.343950000000001,4.33660718151253,42.3641292048914,588.670876666493,2.9705409511037,72.0784833333333,16.2922833333333,4.58518333333333,0.0221166666666667,36.7506610014722,14.5002608033019,0.165648547260854,151.624916666667,4.73738333333333,61.6636666666667,46.9435333333333,2,2.953,1,0.719000000000001,3,3.672,0.0231501905749979,49.6755771022052,818,17.5506666666667,364,395,1.5166939460925,1.64586293600697,6,10.64,8,24.532,14,35.172,2,3.921,6,8.734,4,4.813,1.0,0.850520234404693,2323.60164316632
Exp57R,female,wild,WT,delta,0007947d79,22,2162.899,1882,5.47065,9572,77.0616833333334,7380,19.5090833333334,82.5323333333334,237,0.3714,3.79805884288618,39.5613067936172,556.199170754509,2.81773198540032,68.1092833333333,12.2966,6.09525,0.2888,27.500494626952,31.0005575794731,0.15630045751623,159.5898,5.30331666666667,75.15335,39.5254833333333,2,2.078,2,1.922,4,4.0,0.0533612254145518,49.7557142025279,725,15.9043,368,356,1.53336091253308,1.48336001321135,7,20.14,8,7.671,15,27.811,4,7.53200000000001,6,9.61000000000001,2,2.078,1.0,0.77687625809628,2200.0
Exp57R,female,wild,WT,gamma,0007948d25,22,2233.817,1395,3.36683333333333,6525,55.1360333333334,4835,14.61165,58.5028666666667,213,0.319099999999999,4.95197003061439,44.6394542719838,416.972228974241,2.82833437865016,106.0487,17.3462333333333,3.91723333333333,0.0205666666666666,27.500494626952,24.7504451642568,0.208978806943639,116.60075,1.89663333333333,50.3987833333333,31.4987666666667,0,0.0,1,2.234,1,2.234,0.0236816900476514,43.6387779779363,611,10.3687333333333,236,238,0.98335101999404,0.991684503214329,4,5.203,6,11.358,10,16.561,2,2.56399999999999,3,7.36099999999999,1,4.797,1.0,0.866706256739786,2037.78782098934
Exp57R,female,wild,WT,alpha,0007945c9b,22,2410.714,1925,4.62696666666667,8743,72.4637,6301,17.4555333333334,77.0906666666667,207,0.3282,5.19845530779337,51.8686505995004,553.34014902356,3.22281301936738,74.9298666666667,8.56921666666667,7.69178333333334,0.155416666666667,36.5006565048635,22.7504091913875,0.153718525075626,156.4966,4.21868333333333,60.0633,43.5071,1,0.641,0,0.0,1,0.641,0.0409776011820284,50.6208259698682,677,13.13305,404,422,1.68336361049827,1.75836495948087,4,8.016,4,9.282,8,17.298,3,2.079,4,4.563,1,2.484,0.768412773241578,0.706168397451503,2362.21217901066
Exp58L,male,wild,WT,gamma,00079451fd,23,2093.911,1108,4.64605,7695,45.0518,6858,30.7770500000001,49.69785,461,1.47101666666667,3.01800104256754,16.3869225949515,461.231085302209,1.88568357692505,125.870933333333,12.0954333333333,0.850216666666666,0.477316666666667,23.2503681308287,47.5007520952415,0.433596601005025,102.029833333333,13.0541,46.2845666666667,36.7742833333333,13,9.439,15,10.873,28,20.312,0.0987506554982668,58.5686720033766,183,2.5781,97,82,0.404173066073546,0.341672076474544,0,0.0,1,1.609,1,1.609,0,0.0,0,0.0,0,0.0,1.0,0.927982098999596,2100.16223074276
Exp58L,male,wild,WT,beta,0007946e6f,23,2209.136,1002,4.20275,9034,42.1276,8703,49.5144499999999,46.33035,429,1.75285,3.03249095349423,9.91040386330515,438.793758073002,1.36283776516478,112.252883333333,14.3799,0.2429,0.0418999999999999,30.500482924313,48.7507718872215,0.318693528715916,113.363416666667,10.7746,34.1881833333333,65.1844166666666,8,5.27999999999999,10,7.28300000000001,18,12.563,0.123207698626007,59.2240253099346,110,0.566166666666666,55,42,0.229170295196341,0.175002770877206,1,0.311999999999998,1,0.640000000000001,2,0.951999999999999,1,1.281,2,3.99999999999999,1,2.71899999999999,1.0,0.771306332925161,2283.73812663339
Exp58L,male,wild,WT,delta,00079481c8,23,2071.935,756,2.28223333333333,5201,46.0550500000001,4095,12.8680333333333,48.3372833333334,139,0.322583333333333,4.23457488498217,38.3976679358266,303.593263235614,2.42822534028018,136.123016666667,21.6272666666667,6.39641666666667,1.09925,39.5006254265693,24.7503918812048,0.797121211781417,82.2459166666667,10.0017,47.1727666666667,15.3748,1,0.562000000000005,4,2.859,5,3.42100000000001,0.083751219141552,41.7702385521586,202,3.97133333333333,129,126,0.537508510551417,0.525008312631617,0,0.0,4,2.248,4,2.248,0,0.0,0,0.0,0,0.0,1.0,0.687592812884754,2000.32446148552
Exp58L,male,wild,WT,alpha,0007945de2,23,2622.383,1407,4.73623333333333,7494,64.5103166666668,5798,19.0434,69.2465500000001,299,0.726366666666667,5.41051431445978,42.4573904565858,557.188141833435,2.23432203914187,113.99515,18.8259166666667,0.460983333333333,1.25676666666667,38.0006016761932,51.2508114711816,0.434447469566563,107.175133333333,12.2149833333333,53.2874333333333,36.9298833333333,20,18.892,6,5.845,26,24.737,0.144455322334749,64.2735816993921,299,2.93571666666667,114,142,0.475007520952415,0.591676034870552,3,3.061,0,0.0,3,3.061,0,0.0,2,2.71899999999999,2,2.71899999999999,1.0,0.905020232802125,2534.95250653356
Exp58L,male,wild,WT,epsilon,7946132,23,1997.408,833,3.5496,5140,32.6727500000001,4298,18.9477333333334,36.22235,291,0.81835,5.18491514569263,35.049531500046,335.383503172521,2.13523061104766,165.70725,5.16098333333333,2.62681666666667,0.833966666666667,12.7502018781964,53.2508431383497,0.684269508643401,69.1279666666667,2.9524,30.6289833333333,26.25725,5,4.468,12,11.781,17,16.249,0.0948241878083435,48.5549995895499,180,1.54351666666667,85,71,0.354172274394345,0.295838017435276,0,0.0,0,0.0,0,0.0,4,8.31399999999998,4,8.31399999999998,0,0.0,1.0,0.715322138632787,2032.52374673322
Exp58R,male,wild,WT,alpha,00079474dd,23,2432.68,1203,2.66578333333334,8705,67.2523,7494,22.5376666666667,69.9180833333334,172,0.256983333333333,4.2380678943527,36.8481131376303,406.935429479936,2.56093858037549,121.965966666667,16.8769,7.52883333333333,0.983333333333333,25.0004236182891,38.0006438997994,0.689712580064391,101.153066666667,15.9351,50.7316333333333,43.1672333333333,7,7.68799999999999,1,1.75,8,9.43799999999999,-0.0100001708189514,41.9084847993615,432,9.78321666666667,274,294,1.14168601190187,1.22502075729617,9,15.608,0,0.0,9,15.608,0,0.0,4,8.233,4,8.233,1.0,1.0,2451.21437990017
Exp58R,male,wild,WT,delta,7948811,23,1959.55,709,1.45773333333333,5418,38.3529666666666,4870,18.3442166666667,39.8107,99,0.148,3.29137851908284,25.4843876843828,214.832583810648,2.39367214582481,159.928483333333,11.3963,2.08635,0.0893333333333333,15.0002541709735,12.7502160453274,0.714811249920435,68.67115,13.5586,30.3194833333333,28.9736166666667,1,1.75,1,1.282,2,3.032,0.0228882481191075,33.0585533321874,344,8.46915,186,202,0.775013132166962,0.841680928482399,5,9.51599999999999,4,6.141,9,15.657,2,9.203,2,9.203,0,0.0,1.0,0.916873415021927,2200.0
Exp58R,male,wild,WT,gamma,00079477ca,23,2086.384,1146,2.3571,8374,57.6286833333334,7348,21.2316833333334,59.9857833333334,162,0.23965,3.38566353303092,31.1491790636858,324.196016862423,2.64078577693824,132.057333333333,15.3339,5.56118333333333,0.745333333333333,22.5003812564602,32.2505464675929,0.712459631943135,92.6047,10.27365,45.4481,37.65165,1,0.952999999999999,2,2.641,3,3.594,0.064134594278678,36.7898380109012,595,16.8570166666667,400,420,1.66669490788594,1.75002965328024,6,10.953,5,7.59399999999999,11,18.547,2,16.641,3,24.406,1,7.765,1.0,0.801499054993176,2076.39835683368
Exp58R,male,wild,WT,beta,7945855,23,2326.989,1873,4.87258333333333,10556,77.1774833333334,8831,27.8956333333334,82.0500666666667,281,0.536616666666667,4.24280396278273,34.4652386419665,554.131825380896,2.42878578724617,92.7813833333333,30.5166166666667,3.53305,0.408916666666667,45.2507667491033,33.2505634123245,0.389197433909163,116.697933333333,16.76325,66.2118833333333,45.49465,3,3.01600000000001,3,3.266,6,6.28200000000001,0.0497581757832545,41.8068068168356,568,11.2373,293,295,1.22085402002645,1.22918749456588,8,11.109,10,21.922,18,33.031,7,26.185,12,58.342,5,32.157,1.0,0.788232930125574,2200.0
Exp58R,male,wild,WT,epsilon,7949211,23,1955.585,1242,3.14881666666667,9405,65.1413833333334,8248,24.8590166666667,68.2902000000001,196,0.353133333333333,3.40958618976594,30.1660185061577,393.139935238823,2.26709122237431,121.656,18.0509666666667,4.04436666666667,0.384083333333333,33.5005676485074,23.5003982011917,0.595968907422411,100.288966666667,12.1819833333333,53.3760666666667,41.2731,0,0.0,5,4.468,5,4.468,0.0401930587630658,40.0325378809536,479,11.05345,295,293,1.22918749456588,1.22085402002645,1,3.438,19,30.575,20,34.013,5,15.093,6,18.062,1,2.969,1.0,0.923006783538671,1952.79671366737
Exp61L,female,wild,WT,beta,0007947d6d,26,2371.109,1381,3.26795,8962,78.217,6824,18.6259833333334,81.4849500000001,203,0.287583333333334,3.60239226570718,37.5596250106,465.040684832718,2.88251835928863,12.0681666666667,31.9873333333333,1.59815,0.54555,51.2505623325589,37.0004059766767,0.141995707435443,195.941866666667,2.76475,81.5439166666667,46.8319666666667,2,2.469,1,0.968999999999994,3,3.438,0.0387422123696232,52.9363356578318,659,19.90035,381,394,1.5875174185939,1.64168467959579,11,43.125,4,19.577,15,62.702,4,4.47000000000001,6,11.689,2,7.219,0.771355309591607,0.670124624653304,2323.60164316632
Exp61L,female,wild,WT,alpha,0007946daf,26,2440.308,1101,2.67915,4358,37.3318666666667,2876,7.48515,40.0110166666667,132,0.193016666666667,5.09291596468761,53.0870043374675,293.144628319009,3.09797512310775,105.504333333333,13.909,0.901883333333334,0.71125,31.2503428857067,72.2507927517538,0.154587749395362,120.584033333333,0.649683333333334,67.7190666666667,19.1790166666667,0,0.0,0,0.0,0,0.0,0.0031219520942643,45.3981071418193,471,16.5890333333333,241,227,1.00417768472737,0.945843711340722,9,21.266,9,23.997,18,45.263,0,0.0,3,3.843,3,3.843,1.0,0.756775394157109,2200.0
Exp61L,female,wild,WT,epsilon,7948757,26,1854.366,769,1.65168333333333,7053,64.0873333333334,5722,16.8427666666667,65.7390166666668,183,0.265066666666666,3.67373875858746,34.9938854904381,355.638345296082,2.40842178756012,15.2389666666667,21.3576166666667,0.853833333333333,0.0810000000000002,37.7504142059337,21.0002304191949,0.104218895055536,203.400783333333,4.80501666666667,107.287066666667,31.0895666666667,0,0.0,0,0.0,0,0.0,-0.0338383759528843,56.6536371341565,411,21.2022833333333,194,184,0.808342202643612,0.766675078796003,6,59.515,13,169.316,19,228.831,0,0.0,2,2.953,2,2.953,1.0,0.915709855428602,2200.0
Exp61L,female,wild,WT,gamma,7945855,26,2218.994,1047,2.33643333333333,7247,64.0903833333334,5769,17.8894833333333,66.4268166666668,140,0.2458,4.38798478374517,39.7402712697498,403.729510645703,2.75344518674803,84.9054166666667,24.6043833333333,0.940233333333333,0.6297,39.2504306644476,15.2501673282249,0.185861105798726,130.487566666667,0.2875,58.5091166666667,30.6592333333333,1,0.968999999999994,2,2.548,3,3.517,0.00552736970601128,50.5031246285444,548,13.00935,320,340,1.33334796312348,1.4166822108187,8,73.671,9,17.283,17,90.954,5,10.967,5,10.967,0,0.0,0.758144053389484,0.610111764902166,2076.39835683368
Exp61L,female,wild,WT,delta,00079477ca,26,2032.699,638,1.45233333333333,3175,29.5212666666667,2200,6.98406666666666,30.9736,122,0.177833333333333,4.36202446312518,40.6904999138275,208.612844794927,3.02036585507731,102.841983333333,8.86691666666667,0.668,0.476083333333333,18.750205731424,49.750545874045,0.105122519307652,128.288466666667,0.680733333333333,74.8648166666667,16.58105,1,1.11,1,1.031,2,2.141,-0.0221297025040192,47.9097584476286,365,19.6042166666667,114,109,0.475005211862741,0.454171649938937,8,125.363,18,135.892,26,261.255,4,11.562,4,11.562,0,0.0,1.0,0.914137877006135,2200.0
